"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"3725","2018-12-23 11:24:41",2,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Daniel Sturridge","","Very satisfied",1968,"Man","Some university","Sheffield","Conservative",7,9,10,1,NA,1,1,NA,"The right amount","Offense","0","0","0","0","",9,"Very likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,8492
"3726","2018-12-16 11:21:31",1,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1966,"Woman","Some university","Salford","None of the above",8,8,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly disagree","A little in common","Don’t know","Somewhat negative","","Hard Brexit would be best","",NA,NA,6035
"3727","2018-12-23 11:35:01",6,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1968,"Woman","University degree","Birmingham","None of the above",8,7,10,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Very likely","Neither agree nor disagree","A little in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,10332
"3728","2018-12-23 11:37:26",0,1,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1965,"Man","Secondary school","Liverpool","Labour",8,7,8,NA,NA,NA,NA,NA,"The right amount","Offense","0","0","0","0","",9,"Somewhat likely","Strongly agree","Nothing in common","Don’t know","Somewhat negative","","Soft Brexit would be best","",1,NA,9286
"3729","2018-12-23 11:35:27",2,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1954,"Man","Some university","Leicester","UK Independence Party (UKIP)",7,7,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Neither agree nor disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,3797
"3730","2018-12-23 11:42:54",0,1,1,1,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Very satisfied",1942,"Man","Vocational training","Coventry","Conservative",8,7,10,NA,NA,NA,NA,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,2824
"3731","2018-12-16 11:44:26",1,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1956,"Man","Secondary school","Stoke-on-Trent","None of the above",7,9,10,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",8,"Very likely","Somewhat agree","Nothing in common","","","","","",NA,NA,11515
"3732","2018-12-23 11:47:53",7,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1979,"Man","Secondary school","Derby","Labour",7,6,8,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",7,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Somewhat negative","","Hard Brexit would be best","",1,NA,3744
"3733","2018-12-23 11:49:57",5,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1963,"Man","University degree","Liverpool","Conservative",7,8,9,1,1,NA,NA,1,"The right amount","0","Defense","0","0","0","",9,"Somewhat likely","Strongly agree","A little in common","Don’t know","Positive","","No Brexit would be best","",1,NA,6856
"3734","2018-12-23 11:52:46",6,0,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil","Somewhat satisfied",1968,"Man","Secondary school","Cardiff","None of the above",9,9,10,1,1,NA,NA,1,"The right amount","-99","-99","-99","-99","-99","",10,"Very likely","Strongly agree","A little in common","Don’t know","Neither positive nor negative","","Hard Brexit would be best","",1,NA,6148
"3735","2018-12-23 12:01:55",5,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1994,"Man","Secondary school","Portsmouth","None of the above",7,8,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Neither agree nor disagree","A lot in common","Islam is generally compatible with the values of British society","Neither positive nor negative","","No Brexit would be best","",1,NA,10588
"3736","2018-12-23 12:05:29",0,1,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1967,"Man","Some university","Liverpool","None of the above",8,9,9,NA,NA,NA,NA,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Strongly agree","A lot in common","Neither","Negative","","Hard Brexit would be best","",1,NA,2486
"3737","2018-12-23 12:08:01",5,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1964,"Man","Vocational training","St Albans","Conservative",7,8,9,1,1,NA,NA,1,"The right amount","0","Defense","0","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","","Soft Brexit would be best","",1,NA,10322
"3738","2018-12-23 12:11:18",5,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1972,"Man","Secondary school","Birmingham","None of the above",8,8,10,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,8034
"3739","2018-12-23 12:10:22",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1994,"Man","Secondary school","Sheffield","Labour",9,10,10,1,NA,1,1,NA,"The right amount","0","Defense","0","Keeping a lead","0","",9,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Positive","","No Brexit would be best","",1,NA,4734
"3740","2018-12-23 12:36:48",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1975,"Man","University degree","Brighton and Hove","Labour",8,9,10,1,NA,1,NA,1,"Too few","0","Defense","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","Soft Brexit would be best","",1,NA,3206
"3741","2018-12-16 12:35:51",5,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1965,"Woman","Secondary school","London","Conservative",9,9,10,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",9,"Very likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Somewhat negative","","Soft Brexit would be best","",NA,NA,11661
"3742","2018-12-23 12:50:36",2,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1978,"Woman","University degree","Liverpool","Labour",8,10,10,1,1,NA,1,NA,"Too few","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Soft Brexit would be best","",1,NA,6225
"3743","2018-12-23 12:51:27",4,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1995,"Man","Secondary school","Bristol","None of the above",9,8,10,1,NA,1,NA,1,"The right amount","0","0","0","0","Other","Finishing chances ",10,"Very likely","Neither agree nor disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,4522
"3744","2018-12-16 12:54:44",0,1,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1997,"Woman","Vocational training","Sheffield","Labour",7,8,9,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Don’t know","","","","",NA,NA,8353
"3745","2018-12-16 12:54:30",1,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1971,"-99","Vocational training","Chester","None of the above",9,10,9,1,1,NA,NA,1,"Too few","0","0","0","Keeping a lead","0","",8,"Somewhat likely","Somewhat agree","","","","","","",NA,NA,4570
"3746","2018-12-23 12:33:53",5,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1966,"Woman","Secondary school","Coventry","Conservative",8,10,10,1,NA,1,1,NA,"The right amount","0","Defense","0","0","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,8925
"3747","2018-12-23 13:06:32",0,1,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Kevin keegan","Not satisfied",1962,"Man","Vocational training","Manchester","Conservative",1,2,1,NA,NA,NA,NA,NA,"Too many","0","0","0","0","Other","",1,"Very unlikely","Strongly agree","Nothing in common","Don’t know","Negative","","Hard Brexit would be best","",1,NA,5797
"3748","2018-12-23 13:17:13",4,0,0,1,"Very closely (watch every match, read news almost daily)","-99","","Very satisfied",1983,"Man","University degree","Liverpool","Labour",8,7,10,1,NA,1,1,NA,"Too many","-99","-99","-99","-99","-99","",9,"Somewhat likely","Somewhat disagree","A little in common","Neither","Positive","","-99","",1,NA,7301
"3749","2018-12-16 13:23:34",4,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1941,"Man","Secondary school","Lancaster","Labour",8,8,10,1,1,NA,1,NA,"The right amount","Offense","0","Midfield","0","0","",9,"Very likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","","Hard Brexit would be best","",NA,NA,10495
"3750","2018-12-16 13:19:06",4,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1980,"Man","University degree","Leeds","Liberal Democrat",7,8,10,1,1,NA,NA,1,"The right amount","0","0","0","0","Other","Winning finals",7,"Somewhat likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Somewhat positive","","No Brexit would be best","",NA,NA,10313
"3751","2018-12-16 13:40:11",5,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",2000,"Man","Secondary school","Belfast","None of the above",8,9,10,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Neither agree nor disagree","A lot in common","-99","","","","",NA,NA,961
"3752","2018-12-23 13:41:15",6,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1970,"Man","Some university","London","UK Independence Party (UKIP)",10,10,10,1,NA,1,1,NA,"Too few","0","0","0","Keeping a lead","0","",8,"Very likely","Neither agree nor disagree","A little in common","Don’t know","Positive","","Soft Brexit would be best","",1,NA,11779
"3753","2018-12-14 13:11:25",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1940,"Woman","Secondary school","Liverpool","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,5200
"3754","2018-12-23 14:05:46",4,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1966,"Woman","Master’s degree or higher","Liverpool","Conservative",8,9,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","Keeping a lead","0","",9,"Somewhat likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","","No Brexit would be best","",1,NA,7073
"3755","2018-12-23 14:06:47",6,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1961,"Man","Vocational training","Durham","Conservative",7,7,9,1,NA,1,NA,1,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,8234
"3756","2018-12-23 14:11:39",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1973,"Man","Vocational training","Chester","None of the above",8,8,9,1,NA,1,NA,1,"Too few","0","0","0","0","Other","Starting 11 are great, could do with another forward just as cover",10,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,2672
"3757","2018-12-23 14:24:30",7,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1956,"Woman","Secondary school","Belfast","Conservative",8,10,10,1,NA,1,NA,1,"The right amount","0","Defense","0","0","0","",10,"Very likely","Strongly agree","Nothing in common","Don’t know","Neither positive nor negative","","Soft Brexit would be best","",1,NA,10211
"3758","2018-12-16 14:28:38",2,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1942,"Man","Vocational training","Wakefield","Conservative",7,8,9,1,1,NA,NA,1,"Too few","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",NA,NA,1699
"3759","2018-12-23 14:29:33",6,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1980,"Man","Vocational training","Derby","Conservative",6,7,9,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat unlikely","Neither agree nor disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","No Brexit would be best","",1,NA,7275
